time (ms),Viavi.UE.Rsrp,Viavi.UE.Rsrq,Viavi.UE.RsSinr,Viavi.Cell.beam
1739758281000,-73,20,8,1
1739758281000,-79,20,6,2
1739758281000,-41,20,14,2
1739758281000,-44,20,13,1
1739758281000,-85,20,0,2
1739758281000,-88,20,-2,1
1739758281000,-85,20,0,3
1739758281000,-93,16,-8,2
1739758281000,-75,20,7,2
1739758281000,-77,20,7,3
1739758281000,-71,20,10,3
1739758281000,-71,20,10,4
1739758281000,-80,20,6,3
1739758281000,-83,20,3,4
1739758281000,-75,20,4,3
1739758281000,-76,20,4,2
1739758281000,-85,20,1,1
1739758281000,-85,20,1,2
1739758281000,-84,20,3,2
1739758281000,-76,20,1,2
1739758281000,-73,20,-1,1
1739758281000,-75,20,0,2
1739758281000,-83,20,1,2
1739758281000,-79,20,2,2
1739758281000,-77,20,4,4
1739758281000,-74,20,5,3
1739758281000,-76,20,5,2
1739758281000,-81,20,3,2
1739758281000,-82,20,3,1
1739758281000,-74,20,5,2
1739758281000,-77,20,5,3
1739758281000,-65,20,2,2
1739758281000,-67,20,2,1
1739758281000,-68,20,10,2
1739758281000,-72,20,5,1
1739758281000,-53,20,3,2
1739758281000,-82,20,3,3
1739758281000,-92,18,-5,1
1739758281000,-93,17,-6,2
1739758281000,-71,20,3,1
1739758281000,-70,20,10,2
1739758281000,-74,20,6,1
1739758281000,-75,20,10,3
1739758281000,-79,20,6,4
1739758281000,-84,20,-1,2
1739758281000,-71,20,11,2
1739758281000,-73,20,8,1
1739758281000,-74,20,5,3
1739758281000,-77,20,2,1
1739758281000,-79,20,7,3
1739758281000,-81,20,5,4
1739758281000,-77,20,5,2
1739758281000,-78,20,4,1
1739758281000,-57,20,5,1
1739758281000,-57,20,6,2
1739758281000,-57,20,10,2
1739758281000,-61,20,9,1
1739758281000,-78,20,4,4
1739758281000,-79,20,4,3
1739758281000,-69,20,6,3
1739758281000,-73,20,2,1
1739758281000,-71,20,4,3
1739758281000,-73,20,4,4
1739758281000,-49,20,14,2
1739758281000,-51,20,12,1
1739758281000,-68,20,11,3
1739758281000,-68,20,11,4
1739758281000,-91,19,-4,2
1739758281000,-74,20,9,3
1739758281000,-79,20,6,2
1739758281000,-64,20,6,1
1739758281000,-65,20,7,2
1739758281000,-68,20,9,2
1739758281000,-69,20,8,1
1739758281000,-75,20,5,1
1739758281000,-78,20,4,2
1739758281000,-85,20,0,1
1739758281000,-86,20,-1,2
1739758281000,-80,20,3,2
1739758281000,-79,20,5,3
1739758281000,-83,20,2,3
1739758281000,-83,20,2,4
1739758281000,-45,20,8,4
1739758281000,-48,20,8,3
1739758281000,-73,20,5,2
1739758281000,-73,20,5,3
1739758281000,-34,20,17,2
1739758281000,-36,20,16,1
1739758281000,-78,20,4,2
1739758281000,-79,20,4,3
1739758281000,-83,20,2,3
1739758281000,-41,20,3,2
1739758281000,-46,20,2,1
1739758281000,-67,20,2,1
1739758281000,-67,20,2,2
1739758281000,-86,20,0,3
1739758281000,-71,20,3,1
1739758281000,-71,20,4,2
1739758281000,-68,20,10,2
1739758281000,-68,20,11,3
1739758282000,-79,20,6,1
1739758282000,-79,20,6,2
1739758282000,-70,20,11,2
1739758282000,-75,20,8,1
1739758282000,-92,17,-7,3
1739758282000,-101,9,-15,2
1739758282000,-79,20,7,2
1739758282000,-83,20,3,1
1739758282000,-78,20,4,1
1739758282000,-79,20,4,2
1739758282000,-83,20,-1,2
1739758282000,-87,19,-4,1
1739758282000,-72,20,6,2
1739758282000,-73,20,5,1
1739758282000,-87,19,-4,3
1739758282000,-94,12,-12,2
1739758282000,-72,20,1,2
1739758282000,-73,20,1,3
1739758282000,-71,20,6,2
1739758282000,-73,20,3,1
1739758282000,-92,17,-7,3
1739758282000,-96,13,-11,2
1739758282000,-74,20,5,1
1739758282000,-77,20,5,2
1739758282000,-72,20,5,2
1739758282000,-74,20,3,1
1739758282000,-87,20,-2,2
1739758282000,-90,18,-5,1
1739758282000,-85,20,1,2
1739758282000,-84,20,2,3
1739758282000,-79,20,6,4
1739758282000,-82,20,4,3
1739758282000,-80,20,4,3
1739758282000,-74,19,-3,2
1739758282000,-75,16,-7,1
1739758282000,-84,20,1,2
1739758282000,-74,20,2,2
1739758282000,-71,20,1,2
1739758282000,-74,20,6,2
1739758282000,-76,20,5,1
1739758282000,-66,20,4,2
1739758282000,-45,20,3,2
1739758282000,-46,20,2,1
1739758282000,-75,20,3,2
1739758282000,-78,20,1,1
1739758282000,-71,20,5,2
1739758282000,-74,20,2,1
1739758282000,-74,20,1,2
1739758282000,-75,20,2,3
1739758282000,-80,20,2,3
1739758282000,-84,20,0,2
1739758282000,-91,18,-6,1
1739758282000,-72,20,3,3
1739758282000,-77,20,-1,2
1739758282000,-86,15,-9,1
1739758282000,-81,20,0,2
1739758282000,-86,18,-5,1
1739758282000,-60,20,6,1
1739758282000,-61,20,6,2
1739758282000,-73,20,10,2
1739758282000,-75,20,9,1
1739758282000,-79,20,2,3
1739758282000,-71,20,9,3
1739758282000,-73,20,7,4
1739758282000,-73,20,7,3
1739758282000,-77,20,3,1
1739758282000,-89,20,-2,2
1739758282000,-94,16,-7,1
1739758282000,-37,20,2,3
1739758282000,-92,17,-6,3
1739758282000,-102,8,-16,2
1739758282000,-77,20,2,3
1739758282000,-80,20,1,4
1739758282000,-81,20,3,2
1739758282000,-82,20,2,1
1739758282000,-57,20,7,2
1739758282000,-58,20,6,1
1739758282000,-64,20,5,2
1739758282000,-65,20,4,4
1739758282000,-62,20,7,2
1739758282000,-63,20,7,1
1739758282000,-40,20,0,1
1739758282000,-40,20,0,2
1739758282000,-61,20,5,3
1739758282000,-65,20,2,2
1739758282000,-72,20,2,3
1739758282000,-73,20,3,2
1739758282000,-74,20,2,3
1739758282000,-58,20,7,1
1739758282000,-59,20,8,2
1739758282000,-55,20,7,2
1739758282000,-60,20,4,1
1739758282000,-82,20,0,3
1739758282000,-87,19,-4,2
1739758282000,-65,20,0,2
1739758282000,-71,19,-4,1
1739758282000,-76,20,8,2
1739758282000,-74,20,9,3
1739758282000,-86,20,0,1
1739758282000,-86,20,0,2
1739758282000,-78,20,2,2
1739758282000,-77,20,2,3
1739758282000,-77,20,-1,4
1739758282000,-80,19,-4,2
1739758282000,-52,20,7,2
1739758282000,-53,20,6,1
1739758282000,-76,20,5,2
1739758282000,-77,20,4,1
1739758282000,-81,20,1,3
1739758282000,-72,20,0,2
1739758282000,-77,19,-4,1
1739758282000,-80,20,1,2
1739758282000,-81,20,1,1
1739758282000,-83,20,2,2
1739758282000,-85,20,1,1
1739758282000,-98,12,-12,4
1739758282000,-111,0,-24,2
1739758282000,-66,20,7,2
1739758282000,-67,20,6,1
1739758282000,-103,8,-16,1
1739758282000,-104,7,-17,2
1739758282000,-54,20,7,1
1739758282000,-55,20,8,2
1739758282000,-88,19,-4,3
1739758282000,-93,15,-9,2
1739758282000,-81,20,4,1
1739758282000,-83,20,3,2
1739758282000,-90,18,-6,2
1739758282000,-93,15,-9,1
1739758282000,-81,20,1,2
1739758282000,-75,20,-1,2
1739758282000,-82,19,-4,1
1739758282000,-88,20,-2,1
1739758282000,-89,19,-3,2
1739758282000,-77,20,4,2
1739758282000,-76,20,5,3
1739758282000,-68,20,4,3
1739758282000,-72,20,2,4
1739758282000,-65,20,6,2
1739758282000,-67,20,6,3
1739758282000,-89,18,-6,2
1739758282000,-95,14,-10,1
1739758282000,-79,20,2,1
1739758282000,-80,20,2,2
1739758282000,-86,20,-2,2
1739758282000,-91,16,-7,1
1739758282000,-42,20,6,1
1739758282000,-42,20,5,2
1739758282000,-56,20,7,2
1739758282000,-57,20,6,1
1739758282000,-76,20,7,3
1739758282000,-83,20,2,2
1739758282000,-82,20,3,2
1739758282000,-81,20,4,3
1739758282000,-57,20,7,2
1739758282000,-60,20,6,1
1739758282000,-55,20,7,2
1739758282000,-57,20,5,1
1739758282000,-71,20,1,2
1739758282000,-70,20,2,3
1739758282000,-75,20,6,3
1739758282000,-79,20,2,2
1739758282000,-71,20,0,2
1739758282000,-77,19,-4,1
1739758282000,-80,20,3,3
1739758282000,-82,20,2,4
1739758282000,-73,20,4,2
1739758282000,-78,20,3,1
1739758282000,-91,19,-5,1
1739758282000,-92,18,-5,2
1739758282000,-78,20,0,1
1739758282000,-79,20,0,2
1739758282000,-76,20,5,2
1739758282000,-77,20,5,3
1739758282000,-78,20,5,2
1739758282000,-84,20,1,1
1739758282000,-56,20,7,2
1739758282000,-58,20,6,1
1739758282000,-76,20,3,2
1739758282000,-77,20,1,1
1739758282000,-75,20,1,2
1739758282000,-75,20,2,3
1739758282000,-92,15,-9,2
1739758282000,-96,12,-12,1
1739758282000,-93,17,-6,2
1739758282000,-95,15,-8,1
1739758282000,-73,20,0,2
1739758282000,-75,20,-2,1
1739758282000,-96,15,-9,3
1739758282000,-108,3,-21,2
1739758282000,-102,9,-15,3
1739758282000,-106,5,-19,2
1739758282000,-81,20,2,4
1739758282000,-83,20,1,3
1739758282000,-77,20,5,3
1739758282000,-79,20,3,4
1739758282000,-66,20,3,3
1739758282000,-80,19,-4,2
1739758282000,-82,18,-6,1
1739758282000,-89,18,-5,3
1739758282000,-97,12,-12,2
1739758282000,-78,20,0,4
1739758282000,-86,15,-8,2
1739758282000,-89,20,-2,2
1739758282000,-90,19,-3,1
1739758282000,-77,20,8,2
1739758282000,-78,20,7,3
1739758282000,-81,20,1,2
1739758282000,-71,20,9,3
1739758282000,-77,20,5,2
1739758282000,-81,20,0,2
1739758282000,-86,19,-4,1
1739758282000,-84,18,-5,4
1739758282000,-97,6,-18,2
1739758282000,-82,20,-1,2
1739758282000,-89,17,-7,1
1739758282000,-83,19,-4,2
1739758282000,-86,17,-7,1
1739758282000,-77,20,3,3
1739758282000,-80,20,2,2
1739758282000,-79,20,4,2
1739758282000,-87,19,-3,4
1739758282000,-94,14,-10,2
1739758282000,-76,20,-2,2
1739758282000,-84,16,-8,1
1739758282000,-69,20,2,2
1739758282000,-67,20,5,3
1739758282000,-87,18,-5,2
1739758282000,-88,16,-7,1
1739758282000,-40,20,11,2
1739758282000,-43,20,11,1
1739758282000,-77,20,2,2
1739758282000,-76,20,-2,2
1739758282000,-79,18,-5,1
1739758282000,-48,20,8,2
1739758282000,-49,20,6,1
1739758282000,-85,20,1,2
1739758282000,-86,20,-3,3
1739758282000,-89,18,-6,2
1739758282000,-64,20,2,2
1739758282000,-64,20,3,3
1739758282000,-76,20,4,1
1739758282000,-78,20,3,2
1739758282000,-62,20,5,1
1739758282000,-62,20,7,2
1739758282000,-74,20,1,2
1739758282000,-78,20,6,2
1739758282000,-82,20,3,3
1739758282000,-72,20,3,3
1739758282000,-74,20,3,4
1739758282000,-87,20,-1,1
1739758282000,-89,20,-3,2
1739758282000,-78,20,2,3
1739758282000,-64,20,12,2
1739758282000,-68,20,10,1
1739758282000,-74,20,1,3
1739758282000,-81,20,0,3
1739758282000,-85,19,-4,1
1739758282000,-87,18,-5,3
1739758282000,-97,10,-15,2
1739758282000,-89,20,-3,2
1739758282000,-90,19,-3,1
1739758282000,-63,20,6,2
1739758282000,-64,20,5,1
1739758282000,-59,20,7,2
1739758282000,-63,20,5,1
1739758282000,-70,20,2,2
1739758282000,-73,20,1,1
1739758282000,-76,20,6,4
1739758282000,-77,20,6,3
1739758282000,-79,20,5,2
1739758282000,-81,20,3,3
1739758282000,-72,20,6,2
1739758282000,-73,20,4,1
1739758282000,-79,20,7,2
1739758282000,-41,20,8,2
1739758282000,-44,20,7,1
1739758282000,-85,20,-2,2
1739758282000,-88,19,-4,1
1739758282000,-85,20,1,3
1739758282000,-75,20,-1,2
1739758282000,-79,20,-3,1
1739758282000,-71,20,7,3
1739758282000,-71,20,8,4
1739758282000,-80,20,5,3
1739758282000,-83,20,3,4
1739758282000,-76,20,2,2
1739758282000,-85,20,1,1
1739758282000,-85,20,2,2
1739758282000,-84,20,1,2
1739758282000,-76,20,2,2
1739758282000,-73,20,0,1
1739758282000,-75,20,3,2
1739758282000,-83,20,3,2
1739758282000,-79,20,-2,2
1739758282000,-83,19,-4,1
1739758282000,-76,20,1,2
1739758282000,-74,20,2,3
1739758282000,-81,20,4,2
1739758282000,-82,20,4,1
1739758282000,-74,20,2,2
1739758282000,-77,20,1,3
1739758282000,-65,20,3,2
1739758282000,-67,20,2,1
1739758282000,-68,20,6,2
1739758282000,-72,20,3,1
1739758282000,-53,20,8,2
1739758282000,-55,20,5,1
1739758282000,-82,20,0,3
1739758282000,-87,20,-3,2
1739758282000,-92,18,-5,1
1739758282000,-93,17,-6,2
1739758282000,-71,20,6,1
1739758282000,-77,20,5,2
1739758282000,-70,20,6,2
1739758282000,-74,20,4,1
1739758282000,-75,20,0,3
1739758282000,-80,20,-2,2
1739758282000,-84,20,0,2
1739758282000,-85,20,-2,1
1739758282000,-71,20,6,2
1739758282000,-73,20,4,1
1739758282000,-74,20,3,3
1739758282000,-79,20,-3,3
1739758282000,-86,16,-8,2
1739758282000,-77,20,5,2
1739758282000,-78,20,4,1
1739758282000,-57,20,2,1
1739758282000,-57,20,3,2
1739758282000,-57,20,7,2
1739758282000,-61,20,5,1
1739758282000,-78,20,-1,4
1739758282000,-86,15,-9,2
1739758282000,-69,20,2,3
1739758282000,-71,20,5,3
1739758282000,-73,20,4,4
1739758282000,-49,20,7,2
1739758282000,-51,20,6,1
1739758282000,-68,20,9,3
1739758282000,-68,20,9,4
1739758282000,-91,19,-5,2
1739758282000,-93,17,-6,1
1739758282000,-74,20,10,3
1739758282000,-79,20,6,2
1739758282000,-64,20,6,1
1739758282000,-65,20,6,2
1739758282000,-68,20,6,2
1739758282000,-69,20,5,1
1739758282000,-75,20,5,1
1739758282000,-78,20,4,2
1739758282000,-85,20,1,1
1739758282000,-80,20,0,2
1739758282000,-88,17,-7,1
1739758282000,-83,20,2,3
1739758282000,-83,20,2,4
1739758282000,-45,20,5,4
1739758282000,-48,20,5,3
1739758282000,-73,20,1,2
1739758282000,-73,20,1,3
1739758282000,-34,20,4,2
1739758282000,-36,20,3,1
1739758282000,-78,20,1,2
1739758282000,-79,20,1,3
1739758282000,-83,20,-1,3
1739758282000,-87,18,-5,2
1739758282000,-41,20,0,2
1739758282000,-46,20,0,1
1739758282000,-67,20,2,1
1739758282000,-67,20,2,2
1739758282000,-86,20,-2,3
1739758282000,-98,10,-14,2
1739758282000,-65,20,6,1
1739758282000,-69,20,6,2
1739758282000,-74,20,5,2
1739758282000,-77,20,3,1
1739758283000,-79,20,5,1
1739758283000,-79,20,5,2
1739758283000,-70,20,9,2
1739758283000,-75,20,6,1
1739758283000,-92,16,-8,3
1739758283000,-101,8,-16,2
1739758283000,-79,20,5,2
1739758283000,-83,20,2,1
1739758283000,-78,20,5,1
1739758283000,-79,20,5,2
1739758283000,-83,20,-2,2
1739758283000,-87,18,-5,1
1739758283000,-72,20,7,2
1739758283000,-73,20,6,1
1739758283000,-87,18,-5,3
1739758283000,-94,11,-13,2
1739758283000,-72,20,-1,2
1739758283000,-76,19,-4,1
1739758283000,-71,20,4,2
1739758283000,-73,20,1,1
1739758283000,-92,16,-8,3
1739758283000,-96,12,-12,2
1739758283000,-74,20,3,1
1739758283000,-77,20,3,2
1739758283000,-72,20,5,2
1739758283000,-74,20,3,1
1739758283000,-87,19,-4,2
1739758283000,-90,17,-6,1
1739758283000,-85,20,1,2
1739758283000,-84,20,2,3
1739758283000,-79,20,7,4
1739758283000,-82,20,4,3
1739758283000,-80,20,4,3
1739758283000,-74,18,-6,2
1739758283000,-75,14,-9,1
1739758283000,-84,20,1,2
1739758283000,-74,20,0,2
1739758283000,-78,20,-2,1
1739758283000,-71,20,0,2
1739758283000,-80,12,-13,1
1739758283000,-74,20,6,2
1739758283000,-76,20,6,1
1739758283000,-66,20,5,2
1739758283000,-45,20,2,2
1739758283000,-46,20,1,1
1739758283000,-75,20,4,2
1739758283000,-78,20,1,1
1739758283000,-71,20,5,2
1739758283000,-74,20,2,1
1739758283000,-74,20,-1,2
1739758283000,-79,19,-4,1
1739758283000,-80,20,0,3
1739758283000,-83,20,-3,2
1739758283000,-84,20,-2,2
1739758283000,-91,17,-6,1
1739758283000,-72,20,1,3
1739758283000,-77,19,-3,2
1739758283000,-86,13,-12,1
1739758283000,-81,20,-1,2
1739758283000,-86,17,-7,1
1739758283000,-60,20,6,1
1739758283000,-61,20,6,2
1739758283000,-73,20,9,2
1739758283000,-75,20,8,1
1739758283000,-79,20,0,3
1739758283000,-84,19,-3,2
1739758283000,-71,20,9,3
1739758283000,-73,20,8,4
1739758283000,-73,20,8,3
1739758283000,-77,20,4,1
1739758283000,-89,20,-3,2
1739758283000,-94,16,-7,1
1739758283000,-37,20,0,3
1739758283000,-40,20,-2,2
1739758283000,-92,17,-7,3
1739758283000,-102,8,-17,2
1739758283000,-77,20,1,3
1739758283000,-81,20,3,2
1739758283000,-82,20,2,1
1739758283000,-57,20,7,2
1739758283000,-58,20,6,1
1739758283000,-64,20,5,2
1739758283000,-65,20,4,4
1739758283000,-62,20,7,2
1739758283000,-63,20,7,1
1739758283000,-40,20,-1,1
1739758283000,-40,20,-1,2
1739758283000,-61,20,5,3
1739758283000,-65,20,2,2
1739758283000,-72,20,0,3
1739758283000,-78,20,-2,2
1739758283000,-73,20,2,2
1739758283000,-74,20,2,3
1739758283000,-58,20,7,1
1739758283000,-59,20,8,2
1739758283000,-55,20,7,2
1739758283000,-60,20,4,1
1739758283000,-82,20,-1,3
1739758283000,-87,18,-5,2
1739758283000,-65,20,-1,2
1739758283000,-71,18,-6,1
1739758283000,-76,20,6,2
1739758283000,-74,20,7,3
1739758283000,-86,20,0,1
1739758283000,-86,20,0,2
1739758283000,-78,20,0,2
1739758283000,-82,18,-5,1
1739758283000,-77,19,-4,4
1739758283000,-80,17,-7,2
1739758283000,-52,20,7,2
1739758283000,-53,20,6,1
1739758283000,-76,20,6,2
1739758283000,-77,20,5,1
1739758283000,-81,20,0,3
1739758283000,-84,20,-2,2
1739758283000,-72,20,-2,2
1739758283000,-77,18,-6,1
1739758283000,-80,20,1,2
1739758283000,-83,20,2,2
1739758283000,-85,20,1,1
1739758283000,-98,12,-12,4
1739758283000,-111,-1,-24,2
1739758283000,-66,20,7,2
1739758283000,-67,20,6,1
1739758283000,-103,8,-16,1
1739758283000,-104,7,-17,2
1739758283000,-54,20,7,1
1739758283000,-55,20,8,2
1739758283000,-88,18,-6,3
1739758283000,-93,13,-11,2
1739758283000,-81,20,4,1
1739758283000,-83,20,2,2
1739758283000,-90,16,-8,2
1739758283000,-93,13,-11,1
1739758283000,-81,20,1,2
1739758283000,-75,19,-4,2
1739758283000,-82,16,-8,1
1739758283000,-88,20,-3,1
1739758283000,-89,19,-4,2
1739758283000,-77,20,2,2
1739758283000,-76,20,2,3
1739758283000,-68,20,1,3
1739758283000,-65,20,6,2
1739758283000,-67,20,6,3
1739758283000,-89,16,-7,2
1739758283000,-95,13,-11,1
1739758283000,-79,20,2,1
1739758283000,-80,20,3,2
1739758283000,-86,19,-3,2
1739758283000,-91,15,-8,1
1739758283000,-42,20,6,1
1739758283000,-42,20,5,2
1739758283000,-56,20,7,2
1739758283000,-57,20,6,1
1739758283000,-76,20,8,3
1739758283000,-83,20,2,2
1739758283000,-82,20,3,2
1739758283000,-81,20,3,3
1739758283000,-57,20,7,2
1739758283000,-60,20,6,1
1739758283000,-55,20,7,2
1739758283000,-57,20,5,1
1739758283000,-71,20,-1,2
1739758283000,-74,19,-4,1
1739758283000,-75,20,5,3
1739758283000,-79,20,2,2
1739758283000,-71,20,-2,2
1739758283000,-77,18,-6,1
1739758283000,-80,20,1,3
1739758283000,-82,20,1,4
1739758283000,-73,20,5,2
1739758283000,-78,20,4,1
1739758283000,-91,18,-5,1
1739758283000,-92,18,-6,2
1739758283000,-78,20,-2,1
1739758283000,-79,20,-2,2
1739758283000,-76,20,6,2
1739758283000,-77,20,5,3
1739758283000,-78,20,2,2
1739758283000,-56,20,7,2
1739758283000,-58,20,6,1
1739758283000,-76,20,3,2
1739758283000,-75,20,-1,2
1739758283000,-82,17,-7,1
1739758283000,-92,14,-10,2
1739758283000,-96,10,-14,1
1739758283000,-93,17,-7,2
1739758283000,-95,15,-9,1
1739758283000,-73,20,-2,2
1739758283000,-75,19,-4,1
1739758283000,-96,15,-9,3
1739758283000,-108,3,-21,2
1739758283000,-102,9,-15,3
1739758283000,-106,5,-19,2
1739758283000,-81,20,2,4
1739758283000,-83,20,1,3
1739758283000,-77,20,6,3
1739758283000,-79,20,3,4
1739758283000,-66,20,1,3
1739758283000,-80,17,-7,2
1739758283000,-82,15,-8,1
1739758283000,-89,18,-6,3
1739758283000,-97,11,-14,2
1739758283000,-78,20,-3,4
1739758283000,-86,13,-11,2
1739758283000,-89,20,-2,2
1739758283000,-90,19,-3,1
1739758283000,-77,20,7,2
1739758283000,-78,20,6,3
1739758283000,-81,20,-1,2
1739758283000,-83,20,-3,1
1739758283000,-71,20,10,3
1739758283000,-77,20,6,2
1739758283000,-81,20,-2,2
1739758283000,-86,17,-6,1
1739758283000,-84,16,-7,4
1739758283000,-97,4,-20,2
1739758283000,-82,20,-3,2
1739758283000,-89,15,-9,1
1739758283000,-83,17,-7,2
1739758283000,-86,14,-10,1
1739758283000,-77,20,3,3
1739758283000,-80,20,2,2
1739758283000,-79,20,4,2
1739758283000,-87,18,-5,4
1739758283000,-94,12,-12,2
1739758283000,-76,19,-3,2
1739758283000,-84,14,-10,1
1739758283000,-69,20,1,2
1739758283000,-67,20,4,3
1739758283000,-87,17,-7,2
1739758283000,-88,15,-9,1
1739758283000,-40,20,12,2
1739758283000,-43,20,12,1
1739758283000,-77,20,1,2
1739758283000,-76,20,-3,2
1739758283000,-79,17,-6,1
1739758283000,-48,20,8,2
1739758283000,-49,20,6,1
1739758283000,-85,20,0,2
1739758283000,-86,20,-1,1
1739758283000,-86,19,-4,3
1739758283000,-89,17,-7,2
1739758283000,-64,20,0,2
1739758283000,-72,17,-7,1
1739758283000,-76,20,4,1
1739758283000,-78,20,4,2
1739758283000,-62,20,5,1
1739758283000,-62,20,7,2
1739758283000,-74,20,-1,2
1739758283000,-75,20,-2,1
1739758283000,-78,20,5,2
1739758283000,-82,20,3,3
1739758283000,-72,20,1,3
1739758283000,-74,20,1,4
1739758283000,-87,20,-2,1
1739758283000,-89,19,-3,2
1739758283000,-78,20,0,3
1739758283000,-81,20,-3,2
1739758283000,-64,20,10,2
1739758283000,-68,20,8,1
1739758283000,-74,20,-1,3
1739758283000,-78,16,-8,2
1739758283000,-81,20,-1,3
1739758283000,-85,18,-5,1
1739758283000,-87,17,-7,3
1739758283000,-97,8,-16,2
1739758283000,-89,20,-3,2
1739758283000,-90,19,-3,1
1739758283000,-63,20,6,2
1739758283000,-64,20,5,1
1739758283000,-59,20,7,2
1739758283000,-63,20,5,1
1739758283000,-70,20,0,2
1739758283000,-73,20,-1,1
1739758283000,-76,20,6,4
1739758283000,-77,20,6,3
1739758283000,-79,20,4,2
1739758283000,-81,20,3,3
1739758283000,-72,20,6,2
1739758283000,-73,20,4,1
1739758283000,-79,20,6,2
1739758283000,-41,20,9,2
1739758283000,-44,20,7,1
1739758283000,-85,20,-3,2
1739758283000,-88,18,-5,1
1739758283000,-85,20,1,3
1739758283000,-75,20,-2,2
1739758283000,-79,19,-3,1
1739758283000,-71,20,8,3
1739758283000,-71,20,9,4
1739758283000,-80,20,5,3
1739758283000,-83,20,3,4
1739758283000,-76,20,0,2
1739758283000,-77,20,-2,1
1739758283000,-85,20,1,1
1739758283000,-85,20,1,2
1739758283000,-84,20,0,2
1739758283000,-90,19,-5,1
1739758283000,-76,20,1,2
1739758283000,-73,20,-1,1
1739758283000,-75,20,2,2
1739758283000,-83,20,3,2
1739758283000,-79,19,-4,2
1739758283000,-83,17,-6,1
1739758283000,-76,20,-1,2
1739758283000,-78,19,-4,1
1739758283000,-81,20,4,2
1739758283000,-82,20,4,1
1739758283000,-74,20,0,2
1739758283000,-80,19,-4,1
1739758283000,-65,20,2,2
1739758283000,-67,20,1,1
1739758283000,-68,20,6,2
1739758283000,-72,20,3,1
1739758283000,-53,20,9,2
1739758283000,-55,20,7,1
1739758283000,-82,20,-1,3
1739758283000,-87,19,-4,2
1739758283000,-92,18,-5,1
1739758283000,-93,17,-6,2
1739758283000,-71,20,6,1
1739758283000,-77,20,5,2
1739758283000,-70,20,6,2
1739758283000,-74,20,4,1
1739758283000,-75,20,-1,3
1739758283000,-80,19,-4,2
1739758283000,-84,20,-1,2
1739758283000,-85,20,-2,1
1739758283000,-71,20,3,2
1739758283000,-73,20,2,1
1739758283000,-74,20,3,3
1739758283000,-79,18,-5,3
1739758283000,-86,14,-10,2
1739758283000,-77,20,5,2
1739758283000,-78,20,5,1
1739758283000,-57,20,1,1
1739758283000,-57,20,2,2
1739758283000,-57,20,7,2
1739758283000,-61,20,5,1
1739758283000,-78,19,-4,4
1739758283000,-86,13,-12,2
1739758283000,-69,20,0,3
1739758283000,-73,19,-4,1
1739758283000,-71,20,6,3
1739758283000,-73,20,5,4
1739758283000,-49,20,7,2
1739758283000,-51,20,6,1
1739758283000,-68,20,10,3
1739758283000,-68,20,10,4
1739758283000,-91,18,-5,2
1739758283000,-93,17,-7,1
1739758283000,-74,20,8,3
1739758283000,-79,20,5,2
1739758283000,-64,20,7,1
1739758283000,-65,20,7,2
1739758283000,-68,20,7,2
1739758283000,-69,20,6,1
1739758283000,-75,20,5,1
1739758283000,-78,20,5,2
1739758283000,-85,20,1,1
1739758283000,-80,20,-2,2
1739758283000,-88,15,-9,1
1739758283000,-83,20,1,3
1739758283000,-83,20,2,4
1739758283000,-45,20,2,4
1739758283000,-48,20,2,3
1739758283000,-73,20,-1,2
1739758283000,-76,19,-4,1
1739758283000,-34,20,3,2
1739758283000,-36,20,2,1
1739758283000,-78,20,-1,2
1739758283000,-84,18,-5,1
1739758283000,-83,20,-2,3
1739758283000,-87,16,-7,2
1739758283000,-41,20,-1,2
1739758283000,-46,20,-1,1
1739758283000,-67,20,1,1
1739758283000,-67,20,1,2
1739758283000,-86,19,-4,3
1739758283000,-98,8,-16,2
1739758283000,-66,20,7,3
1739758283000,-71,20,4,2
1739758283000,-72,20,6,2
1739758283000,-79,20,3,1
1739758284000,-79,20,5,1
1739758284000,-79,20,5,2
1739758284000,-70,20,10,2
1739758284000,-75,20,7,1
1739758284000,-92,16,-8,3
1739758284000,-101,8,-17,2
1739758284000,-79,20,5,2
1739758284000,-83,20,2,1
1739758284000,-78,20,5,1
1739758284000,-79,20,4,2
1739758284000,-83,20,-3,2
1739758284000,-87,17,-6,1
1739758284000,-72,20,6,2
1739758284000,-73,20,6,1
1739758284000,-87,18,-5,3
1739758284000,-94,11,-13,2
1739758284000,-72,20,-2,2
1739758284000,-76,18,-5,1
1739758284000,-71,20,3,2
1739758284000,-73,20,1,1
1739758284000,-92,16,-8,3
1739758284000,-96,12,-12,2
1739758284000,-74,20,3,1
1739758284000,-77,20,3,2
1739758284000,-72,20,5,2
1739758284000,-74,20,4,1
1739758284000,-87,19,-4,2
1739758284000,-90,17,-7,1
1739758284000,-85,20,1,2
1739758284000,-84,20,2,3
1739758284000,-79,20,7,4
1739758284000,-82,20,4,3
1739758284000,-80,20,4,3
1739758284000,-74,18,-6,2
1739758284000,-75,14,-9,1
1739758284000,-84,20,1,2
1739758284000,-74,20,-1,2
1739758284000,-78,19,-3,1
1739758284000,-71,20,-1,2
1739758284000,-80,11,-14,1
1739758284000,-74,20,6,2
1739758284000,-76,20,5,1
1739758284000,-66,20,4,2
1739758284000,-45,20,1,2
1739758284000,-75,20,3,2
1739758284000,-78,20,1,1
1739758284000,-71,20,5,2
1739758284000,-74,20,1,1
1739758284000,-74,20,-2,2
